id,heartbeat_signals,answer
131,"0.22322321684166704,0.2196401356450762,0.21617214277793606,0.21273352532586048,0.20924173486726566,0.20562202600473167,0.20179881127938287,0.1976900289753521,0.19319792392430896,0.1881682556906479,0.18231044666495547,0.17509018920687897,0.1656507423837219,0.15280165701924894,0.13513358080407417,0.11131088351081517,0.08057460822627388,0.043323625980444036,0.0014678574806304134,-0.041775099405101185,-0.08267453473156117,-0.11802298759263766,-0.14590403598982302,-0.16588090164159647,-0.17864738475592873,-0.1854580939625422,-0.18769760278099334,-0.18676976231947862,-0.18419479845005926,-0.18164193888576652,-0.1807272017777954,-0.18267242853846888,-0.18808098019968822,-0.1969731423686295,-0.20898440121324563,-0.22348596681867816,-0.23949097630359595,-0.25548266062529074,-0.26948089686399335,-0.27952953543260856,-0.28440162246990935,-0.28406043730981245,-0.27954070485489513,-0.27234137570665373,-0.2637160126984952,-0.2542001239945846,-0.24344900734506636,-0.23026414365776066,-0.2127066009616027,-0.18834645294336347,-0.15483110770546563,-0.11081142830376048,-0.05691941578206547,0.0038256471704653516,0.06655590638808911,0.12582435827202115,0.17686136533166452,0.21627151637086423,0.24211965068828817,0.2537934477244495,0.25196639776604984,0.23878667765691652,0.21798980320950673,0.19447334240947345,0.17304050499463536,0.15681565968237005,0.14631660204366476,0.13990805161636705,0.1352487683155681,0.1306678089349328,0.1255931497305834,0.12009423508093947,0.11417711713354811,0.10746868671492588,0.09941502529356194,0.0897212060786467,0.07863249461863492,0.06687853061839238,0.05535931979879177,0.0448400002711426,0.035818172916352475,0.028541092608062313,0.023024275825536844,0.01902814970898875,0.01606127701228549,0.013511634247285464,0.010843784880757046,0.007749267561740492,0.004150091905745001,0.00011087922411412432,-0.004287593471935136,-0.009029489441461536,-0.014186315072821587,-0.01992148823648493,-0.026409708886077854,-0.03380193016831584,-0.04208633509909443,-0.050962009218333104,-0.059670812863559186,-0.0671158455659634",4
132,"0.23459295817941897,0.2350163714956662,0.2372187642239236,0.24021975023608558,0.2432963830459173,0.24611897793872986,0.24856150164349186,0.2504942928807994,0.2517450114770541,0.2521759308032935,0.25173433204450224,0.2504190475197249,0.24822474465524938,0.24512808525611698,0.24109689429487027,0.23613399964332107,0.23024818702784713,0.2234608443020856,0.2158025258241826,0.20739144231525022,0.1984651590920322,0.18939062256119557,0.18054213219293955,0.17216454139331502,0.16420461062695288,0.1562540939549347,0.14755103882196793,0.13710765584013251,0.12383936246461225,0.10672064602245027,0.08484463047772658,0.05742894352337444,0.02368369533214079,-0.01734843684171189,-0.06695867446964407,-0.12666067445789897,-0.19763814945998365,-0.27963947222576296,-0.36983012089823697,-0.4623410992497995,-0.5492322132956353,-0.6226594028486612,-0.6773311163441363,-0.7119520259317842,-0.7290350045601762,-0.7332549727748368,-0.7293717477929913,-0.7206909866731463,-0.708654464733036,-0.6933173713249284,-0.6742025169251756,-0.6509221876729041,-0.6234100077220981,-0.5917776065343696,-0.5560960545597031,-0.5162359052987998,-0.4718957044251185,-0.4226784825578872,-0.36818030413791725,-0.30800545372620913,-0.2418677009282951,-0.16981449958836664,-0.09265453710772148,-0.012348557252354037,0.06785068821932924,0.14381197874496401,0.21138891858300837,0.2674723836751739,0.31070859205357304,0.3416555978222561,0.36231569846224543,0.3753318643683716,0.38306223271816175,0.3868733555012782,0.38681598579331755,0.3818980569021052,0.3708036910175071,0.35280038676458914,0.3283401379595816,0.2991704481446624,0.26789758156301524,0.23730011312739485,0.20960624761656643,0.18604876363094558,0.16674824277258424,0.15098650894295687,0.13765616882529322,0.12576872252105184,0.11478095708028738,0.10473177491732635,0.09609090158526953,0.08948016034012099,0.0853328816225293,0.08370081265730281,0.0842174398649835,0.0862269743721871,0.08893729070254555,0.09156648055525893,0.09341572450753013,0.0939345112725464",4
133,"0.21687536865319967,0.2138603360894168,0.21129482961089896,0.20709149289416795,0.1992481698317189,0.18642207711865144,0.16811040927612197,0.14452164715194937,0.11628945035883331,0.08421755836790401,0.049215549463469954,0.012444940279842664,-0.024511451450106025,-0.05974258431730983,-0.09146422950633182,-0.11858121503859387,-0.14107263528254455,-0.15990959267639682,-0.1766105872402205,-0.1925902635506347,-0.2086675040286663,-0.2248839080399322,-0.24072775633715715,-0.2554823954474067,-0.26846702048152427,-0.2789553762035675,-0.2859961421993191,-0.28837111993319253,-0.2848988440947956,-0.27486053698818214,-0.25831722937725055,-0.23608685281792774,-0.20950025298115882,-0.1800149007002888,-0.1488915388945059,-0.11694919644094426,-0.08453395638997441,-0.051639667205212514,-0.018157144344374543,0.01596742628282477,0.05069099123079801,0.08598180183397652,0.12184432280184249,0.15814373388465236,0.19414139587441404,0.22805174879163148,0.2569566861942961,0.2773926797423142,0.2863752551224509,0.28243894350947557,0.2661804092691676,0.24021795798161238,0.2085742436475223,0.17572494239029518,0.14550924932934312,0.12032629765529423,0.10085912960366472,0.0864366807933985,0.07570153798433171,0.06727406272263792,0.06010901658036444,0.05359480346664025,0.047457365534073814,0.041674138536679006,0.03638342477937606,0.03185112860916439,0.02838028825951433,0.026220425884528942,0.025424952816585356,0.025797162772856153,0.026901766308832453,0.02821511512899516,0.029271574547756474,0.029788181813566017,0.029644569407634824,0.028821038727513404,0.027295099327780625,0.02503460337847163,0.022008102798087292,0.018249337221009132,0.013859116280828754,0.009016669097624885,0.003926068449287778,-0.001219723673669293,-0.006328769667077516,-0.011451409915209987,-0.016812282049418426,-0.022731250916058154,-0.029530151514450598,-0.037399072921555754,-0.04635441248092331,-0.056225492604243255,-0.06673761591173855,-0.07755500803781068,-0.08836054810904403,-0.09883561999831036,-0.10868631777914622,-0.11762857632825885,-0.12546693229631545,-0.1320981892986977",4
134,"0.4127202318587431,0.4051797337677758,0.3964123349856323,0.387383705006111,0.3787740313895191,0.37075633975272876,0.36311013497127526,0.3554615411533559,0.3474815083686314,0.3389980814115478,0.3300336837081367,0.32078352306307767,0.31154027718361915,0.30259996607514,0.29420068078619327,0.2864597976042493,0.2793733407930578,0.27279996057249073,0.2665005335748568,0.26013904800357396,0.25325054128823526,0.2450409253880329,0.23407662850120747,0.2178883206444771,0.19277071115030137,0.15397736690772473,0.09662028957216479,0.017219435428884322,-0.08447014897638422,-0.20431345154215258,-0.33413217429664593,-0.4636987713392866,-0.5833917249648377,-0.6862394336190187,-0.7685405821630216,-0.829363884203068,-0.8695840193940194,-0.8910338701539371,-0.8958450156914677,-0.8860476044566481,-0.8633970603372052,-0.8294853507298161,-0.785933971616743,-0.7345592706917654,-0.6773743349277366,-0.6165167993324627,-0.5541034962070439,-0.4921001842266113,-0.43214437239392006,-0.3753987163247868,-0.3224184725997323,-0.27314848862535873,-0.22702527183228943,-0.18323476593060112,-0.14099706312274135,-0.09981287055654248,-0.05948724756626922,-0.019956050250103496,0.01901362697892489,0.057963681977193815,0.09760988182895197,0.13839894084041687,0.18002839421500993,0.2211601295999408,0.2595850353177558,0.2927708030237738,0.3186124560573672,0.3359829474245297,0.3449020388224178,0.346273959389551,0.34147312049841594,0.3319643995746867,0.3191349846162047,0.3042430382545075,0.2884326262277397,0.2726753079538385,0.25768984279438,0.24383122080600717,0.23107640228992093,0.21906934082559582,0.2072739456112801,0.19513409367214557,0.1822612207485424,0.16853637211699873,0.15414027653562862,0.13943334610239233,0.12480792537897856,0.11053626850070292,0.09674318872756427,0.08343238380185386,0.07058164530044964,0.05818305901566767,0.046277130686609325,0.03489227340904261,0.024039705116889132,0.013659115789948884,0.0036903251978117613,-0.005861915343538859,-0.014781279044245477,-0.0226694654809253",4
135,"0.05113211194169914,0.05018993825394466,0.04908353471983412,0.04777341343266578,0.046343375228499295,0.04498582536802928,0.04389622428258744,0.043165570349120275,0.04275072271181368,0.04251548370960925,0.04230113720714729,0.0419831619327215,0.041520105175383404,0.04098743991824458,0.040586852662421485,0.040604608306964995,0.04132082304391271,0.0429068418900706,0.045346363544622154,0.04840610729375569,0.05165488820650102,0.05453515873357978,0.056466979759007746,0.05696518953844218,0.055715259401784734,0.05257830035766492,0.04753088524270749,0.04059326887100301,0.03178402839892924,0.021104732769230472,0.008533629231150919,-0.005952232699752785,-0.022287987651194552,-0.04018259515318773,-0.0590381266542174,-0.07801677725021966,-0.09622972472852251,-0.11290910578795314,-0.1274740216815724,-0.13951575674506556,-0.14879192761515098,-0.15526026243955637,-0.15911087940979868,-0.16074000252653287,-0.16065270351875957,-0.15932274732635915,-0.15706665630808264,-0.1539707998746913,-0.14989053181502193,-0.1445036660255353,-0.13740293852227237,-0.12820712096819148,-0.11668707811536436,-0.10287306213494865,-0.0871221047919766,-0.07010946126574782,-0.0527431043595758,-0.03599099649620785,-0.02065650232073163,-0.00713559079134829,0.004753763950273326,0.015811074194410746,0.027270585490935556,0.040375992556495766,0.055772931753422406,0.07298753578285999,0.09031321142566728,0.10530455474460193,0.11567706913066755,0.1201722194595477,0.11894447939557806,0.11335467224836882,0.10533117308247675,0.09665281017405436,0.08845733476356438,0.08114196836066434,0.0745806736730037,0.06845512630086303,0.062488342074419,0.05651979772801741,0.050476061535056904,0.04433842449710773,0.03814087707467162,0.03198221428216058,0.0260012364913903,0.020324794968356846,0.01502455383879378,0.01012823536954538,0.005662841205029745,0.0016839162995223589,-0.0017558136879873287,-0.0046675633080205114,-0.007152366055536402,-0.00939910339390368,-0.011607745746828324,-0.01398729222173617,-0.016694687087493332,-0.01976315669970613,-0.02292122369187688,-0.025597016463977745",4
136,"0.0890879422099444,0.08862479993645343,0.08869888814191981,0.08834110161425426,0.08693451854659429,0.08442013423409915,0.08112168817225564,0.07744233713881274,0.07365056417486665,0.06982501737955348,0.06591760618290245,0.061848249202098866,0.05755196882036537,0.05295174681782056,0.04789011661590481,0.0421747920422795,0.03567794664692501,0.02850076808005876,0.02098723800877038,0.013632803849347244,0.006874755802652607,0.0010098719633786363,-0.0037813242312503964,-0.007294546911455299,-0.009311618036944039,-0.0097456311164201,-0.008891697116171021,-0.007455264859014973,-0.006347434426784759,-0.006297946853876468,-0.007660297636810462,-0.010476884084148333,-0.014796705335686916,-0.020893832419243114,-0.029277236101911908,-0.0404052919627412,-0.05438190097784924,-0.07076469366199524,-0.08869035912388447,-0.10715468753808188,-0.12533495515174342,-0.14267765738834998,-0.15879861129266803,-0.17320882701652368,-0.18513772619726077,-0.1934973329389148,-0.19712029774889872,-0.19509422434227636,-0.18712628548617227,-0.17368690380851876,-0.15595575327113903,-0.1355143417955843,-0.11399843114888385,-0.09275410910843142,-0.07268489393286683,-0.054201748780654715,-0.03730528894860996,-0.02164027984854746,-0.0066117412426104395,0.008478010973856125,0.024139506823982762,0.040401044174758566,0.05654198421305889,0.07110628714755746,0.082219371649304,0.08829151473897885,0.08876840863692263,0.08455952657012107,0.0776962278195883,0.07044128313260377,0.06435297539709327,0.059958228848451436,0.056992201957881794,0.054910449630731537,0.05320200168822781,0.051517940703416046,0.0496478637583469,0.047542646084313384,0.04529788979569828,0.04314313664863775,0.041320197862182134,0.03997283169555646,0.039033849116953845,0.038264181397131614,0.037342909909492725,0.03603019335213356,0.034225423310503905,0.03199176137938137,0.029470309849318435,0.02681763479008306,0.024105568618636927,0.021307571428873684,0.018298592312760015,0.014962536167117096,0.011257967437351385,0.007290315455209834,0.0032607264092160138,-0.000572129862972684,-0.0039833816737966515,-0.006793653086985124",4
137,"0.13468926031965434,0.13260080359187548,0.130001394106278,0.12668652414032708,0.12271496284124706,0.11840885611462681,0.11415609653494427,0.11019636027226085,0.10652031085811964,0.10288424929960127,0.09889463757838246,0.09410480481629463,0.08811369830428972,0.08064519642210022,0.07160141099938638,0.06109279579447974,0.04937345391077258,0.03671864815978526,0.023258714407851433,0.00892859056107849,-0.006403490069028489,-0.022613460435785937,-0.03906554224525882,-0.05465167322548578,-0.0682170384471397,-0.07903145808122929,-0.0869566646736287,-0.09217529365190513,-0.0948351606001197,-0.09495402512335768,-0.0926974525500848,-0.08868703917757295,-0.08402806492698087,-0.07994379112377993,-0.07733127469624147,-0.07653631466005525,-0.07751147027503572,-0.08013623271291352,-0.08444660695177535,-0.09057348553201532,-0.09850911402870538,-0.10788028204757678,-0.11794645193488096,-0.12778598722896922,-0.13655534329590058,-0.14361355047267982,-0.14851520082763553,-0.15092287487139214,-0.15059215026190614,-0.14741352590410012,-0.14150101925570957,-0.13320739062257614,-0.12306563157380673,-0.11162283613934088,-0.09926973581492579,-0.08609752202688262,-0.07189347551730602,-0.0562478890524821,-0.03880202728353968,-0.019489039522447127,0.001309036722411061,0.022839587224201763,0.04420068741115066,0.06460995582143714,0.08349823899017483,0.10043942914130477,0.11495614093822137,0.12639790867657597,0.13387652612221346,0.13628912444938412,0.1324455950487462,0.12155473605132683,0.10399548679754533,0.08191711132222168,0.05892202626245607,0.03879028807331042,0.023971852893389156,0.014915168749904228,0.010486043552964563,0.008996808333395445,0.009025715462977535,0.009741290252600981,0.010793832841879403,0.012104212370080802,0.013662248153353873,0.015446136599544191,0.017386796302408747,0.01940803368276517,0.021449030820799853,0.02350272192541003,0.025585086710566474,0.027691737684479356,0.02971771596400674,0.03142555002728675,0.03249399199959985,0.03262827363802251,0.031695801722763095,0.029809527241563716,0.02734122915149706,0.0248151326748689",4
138,"0.14590247894655925,0.1420731194756828,0.1363392042562708,0.1298894997857387,0.12369558330133915,0.11825734767144022,0.11366176026658212,0.10973554150715503,0.10614702769831111,0.10248266602255382,0.0983445281675484,0.09345545298899421,0.08768416477449453,0.08098666817744157,0.07333424118654738,0.06467682941933217,0.05503125784904214,0.04458943021439851,0.03380153155350982,0.023286042948650693,0.013621746242773763,0.0050813828022288204,-0.002497989347403945,-0.009682911151445511,-0.017204329316155925,-0.0256238237580923,-0.03495081028236337,-0.044424614443826504,-0.052597940406875765,-0.05783268347377549,-0.058988287456824204,-0.05601639138811329,-0.05011301148197991,-0.04339540632760547,-0.038214426889935565,-0.03644568702727792,-0.03900503964557109,-0.04578105156802842,-0.05588561696778151,-0.06808695002678944,-0.08118295810472448,-0.09425950507385233,-0.10675849969830262,-0.11843910310411887,-0.1292524962980233,-0.13926041555821353,-0.14860108452751947,-0.15753210362985545,-0.1664279444797072,-0.17569848257277998,-0.18554571557992305,-0.19569034572887462,-0.20520285782827036,-0.21266596819545464,-0.21658505157629684,-0.21584760199954878,-0.20986685385113837,-0.1983789035836303,-0.18104505228281637,-0.15728916066881274,-0.12658474229309397,-0.08918187802843999,-0.046776467606056235,-0.002621919907537712,0.03916169771630676,0.07465330942888984,0.10098020920403092,0.1166343131148663,0.12153748544592083,0.11708833533590926,0.1060696401576208,0.09201410907445998,0.0781382202979575,0.06643833757962683,0.05755715636870942,0.05130403391333174,0.04729256572695961,0.0452119821696641,0.04478018818219523,0.04559857418757343,0.04713921632960383,0.04883168434550869,0.05022557235714614,0.05110319091462956,0.05153762901951117,0.05180874202224786,0.052267122540448296,0.05316805256507065,0.05460609439765918,0.056505575475166714,0.05869120325317104,0.060944601189680286,0.06310154632295559,0.06509260064518499,0.06697543322955382,0.0688291684919731,0.07065329174861681,0.07227008114214042,0.07339853060733273,0.07375508337859285",4
139,"0.04528143901450596,0.047100024635768865,0.04978139405100111,0.05260869411080081,0.055017221606787486,0.056752883524995176,0.057825643950951,0.05838228347376857,0.0585989259175454,0.058610230474383726,0.05848088907658856,0.058214674690772676,0.05780056409366929,0.05725212484673278,0.056604831822012924,0.05588846219979886,0.05508623552570976,0.054145405102677124,0.05300617299010829,0.05163453301804821,0.050007585602549684,0.048099766583020856,0.045888642987211924,0.04341206936749872,0.040806225902082605,0.038309662744813816,0.03620186099862449,0.034735619990907705,0.03405893653235902,0.03416272132806976,0.03483429367454394,0.0356773268953713,0.03618257879602211,0.03584811167926528,0.034253046591059294,0.03107395695855894,0.026040119375729448,0.018917606365164506,0.009517861989794284,-0.0022742633287038266,-0.01653188108157376,-0.03333471983405399,-0.05275410815886821,-0.07464565696001835,-0.098345334465543,-0.12252805670506933,-0.145519823172659,-0.16596097612215027,-0.18339359207526465,-0.19829728883330724,-0.21154965549683594,-0.22365852447151682,-0.23424368530805287,-0.24198428225356564,-0.24503805702926842,-0.24171902465975095,-0.23118770195876448,-0.21384090748913048,-0.19125063189779157,-0.16567435268791442,-0.13942973131351855,-0.11439309343137621,-0.09179066424179966,-0.07218507548272186,-0.05554469108680566,-0.04127595154290813,-0.028275430109093044,-0.015077682810587661,-0.00024135479404448906,0.017088798633520162,0.036642876315256395,0.0569087665314315,0.07557083852926466,0.09032345541321597,0.09953467194784024,0.1024953691239015,0.09934655269869275,0.09104379183586436,0.07938505265385128,0.06686540694964355,0.05609585664032416,0.04900975154740183,0.04629794027967764,0.0474308250057751,0.05112667435313615,0.055944278247661995,0.06067290890565904,0.06451560743651333,0.06711557678942144,0.06853377489250176,0.06913335344772996,0.06940006986948516,0.06972681375153414,0.0702596916789325,0.07089311415207958,0.07136900769046531,0.07145755961833797,0.07110213417001027,0.07050370105790477,0.07005135014635122",4
140,"0.09486280745224868,0.09275754261383443,0.09009166233442548,0.08740899661572984,0.08505345525088709,0.08301331448043878,0.08095039353361796,0.07831244343032553,0.07444560587528395,0.06870695261789353,0.06061306090480076,0.05006443188095494,0.03759663615460529,0.024507483460763396,0.012665115555206802,0.003927290189897015,-0.0005477266323477281,-0.0007799011926523103,0.002025277569898648,0.005847092561241468,0.008433270371371204,0.007847707691078704,0.0028714644094359476,-0.00686838974081147,-0.02097909265681551,-0.03853046377996379,-0.05827457366597008,-0.07885646556678048,-0.09897751015766378,-0.11755292281449942,-0.13380736764995607,-0.14732913510203158,-0.15803664776032142,-0.16610484136583017,-0.17182260522909237,-0.17544421745745592,-0.17703349391898204,-0.17639869581960166,-0.17311316125178022,-0.16665320840814715,-0.15653039275264125,-0.14238492010001025,-0.12398967531349991,-0.10126546045754373,-0.07432593195095577,-0.04362955363046715,-0.010166067471789969,0.02436729099718679,0.05760560644076665,0.08682022156635624,0.10945828833617952,0.12366033194411027,0.12868215098411476,0.12516758120758817,0.11524197197712147,0.10213148918637269,0.08925007792803344,0.07906532187467144,0.07243055803255602,0.06869364051575397,0.06641168318780952,0.06411603392102977,0.06083554639617364,0.056269478857202154,0.05072650445315999,0.04486771458281,0.03940076787419258,0.03480800804697451,0.03125267166254789,0.028618670524806433,0.026661446477429823,0.025132136586588028,0.023863337340641444,0.022755693628847024,0.021738884048139367,0.0207008661435244,0.019476276947000243,0.01786272934517752,0.015707723280687785,0.012977677168225704,0.009808563735586556,0.006453347334256482,0.003192094530685835,0.00021738017983438662,-0.0023902794144440576,-0.00464113352534104,-0.006564614009371417,-0.008193490711421697,-0.009566671816526179,-0.010767760134045484,-0.011911268033705819,-0.013116897111064257,-0.014450214461003391,-0.015899960086620007,-0.017382618226434415,-0.01878091106269389,-0.019989557830288412,-0.02097062255232418,-0.021790379910043373,-0.022612971465295728",4
141,"0.08166371942719199,0.08041819494545062,0.07888025224412289,0.07744192302733684,0.07629340252178442,0.07538893623105604,0.07458866480681627,0.07376904174218325,0.07278730017103897,0.0713744973155551,0.06910062968873158,0.06550151470292294,0.06030689263009488,0.05362734848502011,0.045964738433430255,0.03800015027772373,0.030324240238789324,0.023246771437711866,0.01679959924396794,0.010837634443941868,0.005176950998600924,-0.0003133307293775728,-0.005629877820083687,-0.01062531473386187,-0.015066144867794437,-0.018782313574495217,-0.021790234866673322,-0.02433065837577339,-0.026764244505065815,-0.029443793913363103,-0.03263496198208288,-0.036567652111994864,-0.04150891912600965,-0.04777284656999797,-0.055575882163078946,-0.06484978657954157,-0.07512110067588992,-0.08558436755780688,-0.09530761127680872,-0.10349131086255088,-0.10962771166672705,-0.11354814940054922,-0.11535066910824246,-0.115302224270488,-0.11372608407870997,-0.11093074974011163,-0.10715264064386187,-0.10256219469176706,-0.09730347240344003,-0.09156771064231817,-0.08561915870666396,-0.07978275968088962,-0.07437586546454238,-0.06963864941866071,-0.06563591326471921,-0.06218784021888634,-0.05885731254595389,-0.05507317686925926,-0.050318702512381734,-0.04430300061432732,-0.036974635002715195,-0.02840623694733506,-0.018611141612024942,-0.007470733468501148,0.005197397774344567,0.01944713091472422,0.03502178985141387,0.05120146731719029,0.06674942166475227,0.08003829815335932,0.0895255105080441,0.0944392511669103,0.09526611629100286,0.09356507418873915,0.09116110805167633,0.08922494751109213,0.08786392265738706,0.08634898648490154,0.08369041317444177,0.07910346109986795,0.07222202170992979,0.06311398597772584,0.05227147859526139,0.04056359444567438,0.02910824491497606,0.018997802734303335,0.011002854486324112,0.005371740738460862,0.0018579929636522857,-8.249676856440791e-05,-0.0010165003864035516,-0.0013604438502489297,-0.0013391455767525623,-0.0011080038243994894,-0.0008429093122273995,-0.0007998625932272158,-0.0012124454937480766,-0.0021797984992276975,-0.003532671595691775,-0.004885053223852839",4
142,"0.16914855663291434,0.16321229698391582,0.15575187604043855,0.14906560437013622,0.1450415972588841,0.1444814173938111,0.1470925084858009,0.15191252137966016,0.15777753764290176,0.16355565019230178,0.1680978088317307,0.17005180077412274,0.16776313298242507,0.15945927736675825,0.1437664129865307,0.1203039152886678,0.09003187469379215,0.0549891386687385,0.0175875187182834,-0.020127288603656368,-0.05670352298634834,-0.09102768503854425,-0.1219255333508763,-0.1481489903799137,-0.16878150763846977,-0.18379391795065336,-0.19421572488221078,-0.2017806634817944,-0.20819463956762796,-0.21451607194449568,-0.22090635526479574,-0.22683983707105804,-0.23150614891292937,-0.23423084127936622,-0.2347036211495674,-0.23303221964290888,-0.22958852925204953,-0.22479694176824422,-0.2189198617566876,-0.21197617304116162,-0.20373447049239007,-0.19379988969007833,-0.18170886855490576,-0.16709312971018664,-0.14983175979857244,-0.13019723151981172,-0.10887245498829118,-0.08687648335766646,-0.06536639423125717,-0.04542047725571591,-0.027777650576636836,-0.012593440046465065,0.0007932527847407389,0.013889227179378627,0.028732420448816187,0.047143692052480146,0.06985245118112354,0.09591063200267558,0.12279575828650008,0.14714311796973145,0.16580166377385652,0.1767328913946789,0.17949795732046003,0.17519482176541668,0.1659652410834675,0.15423294410673122,0.1420020478000969,0.13043326615027634,0.11987094188358599,0.11019222054003924,0.10128694644211045,0.09334532362525272,0.0868706121724292,0.08242750894544693,0.08035607144984575,0.08054101307569633,0.08234563588025434,0.08467914931467957,0.08626502527006641,0.08599366748151571,0.08323792775981631,0.0779065990231701,0.07028868957423717,0.06080135937510156,0.049869608646581964,0.03790417895111153,0.02533991235604982,0.012596374410297373,2.343105679236679e-05,-0.012166420539013512,-0.02388368986348144,-0.03513298912052265,-0.04592668058369409,-0.056326156390576365,-0.06641206559654522,-0.07638295416085872,-0.08640746254603426,-0.09643633069921098,-0.10583694856870907,-0.11345400597233013",4
143,"0.0628572501593633,0.062013205165325186,0.061769690308400266,0.06196404561812799,0.06271385786039005,0.064270170274604,0.06664215298248036,0.06934918220900305,0.0715049190361641,0.07212170811997912,0.07037254798983042,0.0656263080326824,0.057288265668792165,0.044619834571910794,0.02674082665892727,0.002972123019528053,-0.02667181705065487,-0.06113297341236941,-0.09849012714287225,-0.13656738831370033,-0.17360396652458807,-0.20844089520545356,-0.24018540985601528,-0.26763463719541514,-0.2890174476254117,-0.30222378073604267,-0.305429305372413,-0.29767466912483365,-0.2791670115462366,-0.25119636607769,-0.21585995777407802,-0.17568991463436562,-0.13331914247000445,-0.09114036162740514,-0.051033055907628605,-0.014146871663018812,0.019164903855396792,0.04928880023063267,0.07711671642913426,0.10370567358485569,0.129816990075132,0.15549432330708882,0.17977765689675793,0.20075243798349937,0.21593295005235294,0.22297497583543383,0.2205408580555067,0.20911776636239168,0.19131771713190235,0.17131738945037092,0.1534527398202288,0.14071459071769357,0.1339317203903502,0.13198822752875009,0.13263711501734823,0.1333813053312203,0.1320673114355951,0.1272699413415295,0.1184926302638987,0.10620680367704252,0.09162631965679094,0.07629602744681244,0.0615956392288243,0.04841036394690598,0.03704056765763053,0.02739445228109913,0.01925727869138294,0.012512656847775278,0.007156194926781961,0.003193537162475696,0.0004899884191194859,-0.0012548558276492539,-0.002443459988204194,-0.003438164003441352,-0.004493581936702101,-0.0057580704020492035,-0.007376588623697972,-0.009545200320663305,-0.012498127883660254,-0.01636651058427832,-0.021061018939816184,-0.026230133081986906,-0.03139764392207564,-0.0361486986538814,-0.04029999048168903,-0.04390721322983032,-0.04718082540655011,-0.05032799640329502,-0.05346767439173661,-0.05659266601847732,-0.05962620133550925,-0.06246544667294043,-0.06504732379741227,-0.06729364680488856,-0.06911879536236043,-0.0703589124463698,-0.07088593307211624,-0.07071598665788117,-0.07022887775452596,-0.07010601545138476",4
144,"0.25500734187516094,0.2506398622735647,0.2443663726463598,0.23701236432060813,0.2291676920910713,0.22110312464046322,0.21299230760492477,0.20514402929310627,0.19802299694410108,0.19206349830044206,0.18742697359165916,0.18387898483253,0.1808528760363462,0.17766485163004747,0.17377415512878963,0.1689153933812641,0.1631271655388662,0.1566141729440525,0.14956361170214388,0.141868550795133,0.13287072361666974,0.12114218345821735,0.10456454576106665,0.08079026928048223,0.04811355667365706,0.006308998761193271,-0.04301167186751048,-0.09690091680537369,-0.1521387341320654,-0.20626590146520424,-0.2578944405813581,-0.306255442208278,-0.3503906255848085,-0.3887308906305549,-0.4193455831034695,-0.4407253540458108,-0.4524642356220474,-0.4554361051258209,-0.4513421883418329,-0.44206002659376575,-0.4291491985079869,-0.4137444526918155,-0.3966268632406934,-0.37831230511054426,-0.3590076037641189,-0.33857721482322284,-0.31657343309528646,-0.2924229010487043,-0.2656351367900046,-0.23601343768492117,-0.2037521886504941,-0.16947174905412865,-0.134124177335868,-0.09884246338515697,-0.06471320561991747,-0.032609244567923246,-0.003067076599990934,0.023715396154593213,0.0478533729929977,0.06969485150208153,0.08980635661432883,0.10897228404825737,0.1282345569878907,0.14878023778097793,0.17160784456536815,0.19689054247823323,0.22334923455625466,0.24801759327760775,0.2668520914928795,0.2760335141718067,0.2734333065893648,0.25941872171910607,0.2366863439761837,0.20922211061902352,0.18100369069388772,0.15493182704078,0.13240388400067338,0.1134749034163186,0.09742773939883842,0.08332645797583293,0.07039432726539807,0.05812202081981675,0.046297180065813806,0.03497328033951484,0.024473714252302145,0.015308286703409876,0.00805331536750041,0.0031474464879752,0.0007550828951927852,0.0007011150037950359,0.0025680955258411825,0.0058122435245753085,0.009879383369070113,0.01421483634004396,0.018276828026768763,0.021569948684032628,0.023761609337868514,0.02475096372363321,0.024667673745309884,0.023743951425577017",4
